1, 1, 824, 676
2, 2, 211, 104
3, 3, 135, 66
5, 1, 63, 22
6, 4, 96, 22
8, 1, 69, 14
9, 5, 48, 7
10, 4, 33, 7
17, 2, 29, 3
46, 1, 30, 1
53, 4, 15, 1
113, 10, 68, 1
1256, 3, 626, 1
