1, 10, 1903, 470
2, 1, 583, 221
3, 1, 105, 55
4, 4, 1071, 445
5, 1, 82, 40
6, 4, 105, 42
8, 1, 76, 26
16, 1, 30, 10
41, 3, 33, 2
78, 8, 6, 1
401, 2, 135, 1
3334, 18, 527, 1
