5, 1, 2, 1
7, 1, 8, 2
10, 1, 34, 6
11, 3, 11, 2
15, 1, 19, 2
21, 1, 13, 2
26, 2, 32, 3
33, 1, 7, 1
38, 1, 14, 1
43, 4, 6, 1
