6, 5, 57, 20
7, 1, 16, 5
12, 1, 20, 4
14, 1, 23, 9
16, 1, 16, 3
18, 3, 11, 3
23, 1, 10, 1
44, 1, 9, 1
136, 4, 4, 1
490, 7, 110, 1
