2, 4, 3755, 538
5, 5, 451, 98
6, 3, 538, 113
7, 1, 470, 73
8, 1, 1030, 153
9, 1, 552, 66
11, 1, 200, 33
12, 1, 263, 37
14, 8, 449, 63
42, 1, 86, 5
47, 1, 43, 2
48, 2, 34, 9
52, 1, 14, 2
63, 4, 249, 8
93, 4, 64, 4
97, 1, 42, 2
235, 4, 112, 4
