1, 4, 1370, 799
2, 3, 4382, 1602
3, 2, 574, 109
5, 1, 513, 75
6, 2, 640, 202
7, 1, 612, 84
12, 1, 801, 68
29, 2, 278, 7
32, 1, 84, 4
